f1_hex_code,f2_temp_log,f3_wave_phase,f4_micro_metric,f5_sector_class,f6_launch_date,f7_power_skew,f8_bimodal_core,f9_cargo_path,f10_status_mix,f11_sync_clock,f12_spatial_coord,f13_noisy_base,f14_crew_code,f15_parity_bit,target_breach
0x346,Temp: 15.59 C,50.94221281,15.84684245,Beta,2026-06-10,3.324915165,18.93048666,A-A-C,TRUE,13889,"(5, 2)",832,yzyeyyau,397,positive
0x2c8,Temp: 41.81 C,99.66968539,30.31294735,Beta,2026-06-11,1.481708122,-20.58994291,C-A-D-A,FALSE,58226,"(17, 7)",330,xiaizoez,162,1
0x231,Temp: 18.07 C,81.39702695,31.94772351,Beta,2026-06-12,0.7926841913,-17.00548471,B-A-B,FALSE,41335,"(17, 6)",409,uaeyuzux,380,0
0x2e6,Temp: 16.55 C,61.52194382,53.0828592,Gamma,2026-06-13,0.02771223433,22.56187915,A,F,60547,"(15, 5)",422,zzoxxiiy,443,0
0x364,Temp: 16.57 C,30.62536208,76.52255219,Alpha,2026-06-14,77.69435821,18.6691554,B-D-D,0,36162,"(15, 18)",600,eozuyooz,349,0
0x68,Temp: 42.58 C,62.38958363,52.16907473,Beta,2026-06-15,226.2385404,-21.44380697,A,T,99449,"(18, 6)",866,zeizoooa,969,1
0x13d,Temp: 36.61 C,52.70414639,15.148156,Gamma,2026-06-16,0.006422318545,17.46000281,D,T,34687,"(2, 17)",568,oozuxaox,31,1
0x25a,Temp: 30.92 C,42.60833839,95.24329229,Alpha,2026-06-17,0.04632443179,-21.33768026,B-C-A,1,20995,"(4, 12)",63,oezzexza,71,0
0x362,Temp: 24.35 C,13.07103767,93.9024644,Delta,2026-06-18,0.4319562249,21.34388922,A,1,66488,"(19, 2)",508,uaaeeuyy,397,1
0x1f1,Temp: 45.09 C,88.66042152,79.88186934,Beta,2026-06-19,0.05537575675,-20.76840414,B-C-D-C-A,TRUE,12631,"(2, 14)",935,youoxxiy,438,1
0x3ca,Temp: 25.70 C,44.97846488,98.22818324,Alpha,2026-06-20,4.562618359,18.01114296,A,1,44954,"(15, 2)",465,eiiezizy,2,0
0x37e,Temp: 42.66 C,19.46225118,58.45892762,Beta,2026-06-21,0.1124983632,-20.49909638,B-D-B-A,1,15967,"(4, 19)",580,azoyzuea,929,1
0x1ec,Temp: 27.57 C,36.77593509,95.68638317,Beta,2026-06-22,661.9355558,-17.63388763,C-C-B-D-B,TRUE,98294,"(9, 7)",274,xuuzuiii,562,0
0x132,Temp: 25.08 C,41.41297525,16.72884861,Beta,2026-06-23,35.57509388,-19.49447349,D,F,97278,"(13, 12)",826,yziaizeu,135,1
0x72,Temp: 28.51 C,82.75378956,42.5455866,Alpha,2026-06-24,1.892165787,-22.0588262,C-A-D,TRUE,74471,"(3, 13)",425,azxixuau,146,0
0x3bd,Temp: 22.06 C,73.36143806,30.05893285,Gamma,2026-06-25,21.77927414,-21.59340385,A-B-A-D-A,1,47116,"(15, 14)",415,xyaoyaiz,179,1
0x28d,Temp: 39.90 C,76.93048936,27.42914449,Alpha,2026-06-26,27.59683999,20.03036589,A-D-C,T,44227,"(9, 13)",527,xuzuueei,264,0
0x3df,Temp: 30.11 C,1.103126443,22.53146245,Beta,2026-06-27,0.1841798664,18.05038685,A-C-B-D-B,1,11942,"(4, 8)",891,ozeayxiy,311,1
0x230,Temp: 19.29 C,41.61539982,65.3948141,Alpha,2026-06-28,0.08641001171,-21.29117542,C-A-A-A-D,0,57664,"(3, 2)",825,oyzaueao,204,0
0x316,Temp: 45.98 C,48.13441516,79.53764516,Delta,2026-06-29,1.264186951,20.03876248,D-C-D-D-B,0,38069,"(19, 8)",688,iyaziuoo,811,1
0x2a2,Temp: 25.36 C,1.919227682,61.46855755,Gamma,2026-06-30,13.26207388,15.3593688,A-A-A-B-B,0,97342,"(17, 13)",525,yexozaza,699,1
0x3c3,Temp: 31.74 C,25.98132087,23.07968115,Alpha,2026-07-01,1.517677485,21.56525965,B-A,F,24407,"(7, 9)",893,auooayze,30,0
0x34a,Temp: 46.26 C,76.02898231,82.19001552,Delta,2026-07-02,0.008817742037,19.95153433,C-B-D-B,FALSE,69201,"(12, 14)",886,yeoyzoio,59,0
0x154,Temp: 34.97 C,13.71097057,66.59996894,Gamma,2026-07-03,0.08995251744,22.4049025,A,0,90093,"(14, 15)",219,yzaxuzoo,9,1
0x297,Temp: 14.68 C,53.53101315,44.54674785,Delta,2026-07-04,0.8009805689,17.80945896,D-A-A-C,T,64348,"(3, 15)",398,azixzoee,988,1
0xc3,Temp: 47.59 C,21.5201872,69.9975963,Gamma,2026-07-05,0.7969233221,-13.64659237,C-B,F,91981,"(19, 14)",803,euuzxooo,324,1
0x341,Temp: 35.11 C,1.212077464,33.13154315,Alpha,2026-07-06,371.5288541,20.55816772,B-D-A-B,FALSE,27878,"(8, 5)",95,uxoaiyzz,167,0
0x248,Temp: 23.40 C,24.12014576,40.72210656,Delta,2026-07-07,0.01563936998,20.58312735,C,FALSE,93100,"(19, 4)",478,eezaoxxu,337,0
0x1fa,Temp: 15.57 C,97.58737549,91.65624004,Beta,2026-07-08,4.557470367,16.61865674,C-B-A-B,0,88629,"(14, 16)",804,oxoeyyye,907,1
0x14a,Temp: 41.76 C,80.15371119,35.854901,Delta,2026-07-09,87.1246041,-18.04300091,D-D-B,1,65420,"(6, 6)",180,uyeoyaua,379,0
0x350,Temp: 34.80 C,95.95766443,51.82895587,Gamma,2026-07-10,910.8235919,25.51043549,C-B-A-B-D,TRUE,53168,"(3, 15)",182,zouauozx,898,1
0x2f2,Temp: 31.34 C,48.78540439,89.22256123,Alpha,2026-07-11,0.2972468711,19.38877877,A,1,64862,"(3, 11)",786,yzuyzyxo,791,0
0x10e,Temp: 45.76 C,10.97361987,72.98720017,Gamma,2026-07-12,4.367926268,21.46191795,C-D,1,99622,"(3, 10)",931,uuxexxxo,703,1
0x280,Temp: 41.54 C,54.7959489,15.53608713,Delta,2026-07-13,5.524987979,-18.69868035,C-A-C-B-C,FALSE,92025,"(18, 1)",678,zixuaexx,242,1
0x87,Temp: 16.07 C,45.43773346,23.10997094,Delta,2026-07-14,1.797586972,15.8193942,D,FALSE,38004,"(16, 16)",800,exuixexo,790,0
0x270,Temp: 22.47 C,84.43570827,10.69790158,Beta,2026-07-15,0.7433891594,-19.65948351,C-D-D-D-B,F,30471,"(10, 1)",485,uuizooiy,957,1
0x103,Temp: 19.94 C,9.808258078,66.15203933,Alpha,2026-07-16,3.698495697,19.46879088,A-A-A-A-B,F,70167,"(4, 3)",87,yzazyzxo,666,0
0x3aa,Temp: 39.76 C,48.8241137,49.84293486,Alpha,2026-07-17,0.0005020864431,-19.20024352,B-D-B,FALSE,93828,"(5, 12)",423,zaauxuey,908,0
0x31e,Temp: 11.34 C,15.00486647,21.95046173,Delta,2026-07-18,7.738504642,-19.77071833,B,T,75308,"(12, 13)",227,uooxaoyu,160,0
0x156,Temp: 32.80 C,32.46759269,95.25613677,Alpha,2026-07-19,1.460142029,-20.52853654,B-A-D-A-B,T,93969,"(12, 16)",339,yzuxzyuy,777,1
0xb9,Temp: 40.50 C,73.73570774,57.13971543,Beta,2026-07-20,0.5130280842,19.6997661,B-D-C-C,TRUE,24568,"(13, 5)",310,ixxoxeoo,235,1
0x37f,Temp: 45.07 C,47.60181294,31.52850318,Gamma,2026-07-21,464.3258586,-17.47198766,B-B-D,FALSE,19466,"(4, 15)",933,zzyiozau,453,1
0x2a5,Temp: 23.68 C,37.58882851,54.55371783,Alpha,2026-07-22,0.1320199731,-20.97236958,D-D-A-C,0,67324,"(12, 19)",407,uxyiuaie,858,0
0x30d,Temp: 42.85 C,39.44762786,70.48620961,Delta,2026-07-23,0.2984275864,-16.10125649,A-A-A-C-A,F,25467,"(19, 11)",169,uoayyauz,199,1
0x290,Temp: 14.43 C,45.94467684,16.7852904,Gamma,2026-07-24,393.3343079,-15.89928509,B-D-B-D,FALSE,85955,"(6, 9)",332,zxeoeeuo,477,1
0x2a1,Temp: 43.86 C,78.50165438,34.44863954,Gamma,2026-07-25,0.08239884044,21.47836099,A-D-C,T,62948,"(1, 12)",298,uuxayxyx,33,1
0x2e9,Temp: 15.10 C,89.20846889,81.81992869,Beta,2026-07-26,0.1919834999,21.01404054,C,FALSE,26676,"(14, 6)",678,uxyxioay,408,0
0x37f,Temp: 25.89 C,95.53346865,50.91017347,Delta,2026-07-27,0.6433436367,19.88520927,D-C-D-D-D,T,41514,"(1, 2)",823,oaziuzyz,89,1
0x7f,Temp: 41.89 C,78.69033863,58.64536564,Alpha,2026-07-28,12.4560126,17.20910299,B,FALSE,32650,"(11, 3)",578,aaaizoia,607,0
0x2cf,Temp: 16.00 C,31.54068957,48.5206242,Delta,2026-07-29,1.865273185,-18.58417812,B-B-C-D,0,98290,"(10, 6)",435,xaxuixie,221,0
0x28f,Temp: 19.17 C,68.81347061,13.9070949,Gamma,2026-07-30,0.02069473329,19.4745065,D-B-A-B,TRUE,87701,"(6, 2)",621,oexezyox,69,1
0x1b7,Temp: 38.89 C,43.76031241,24.7517304,Delta,2026-07-31,0.2026032412,-16.80821206,C-D-A-C,0,20683,"(10, 6)",72,uzuooxiy,294,0
0x381,Temp: 38.80 C,25.4670622,49.65320585,Alpha,2026-08-01,0.1616917879,18.52194268,D-A-D,T,69819,"(17, 14)",784,xziiixaa,237,1
0x1ae,Temp: 35.65 C,84.08715794,28.61750642,Alpha,2026-08-02,0.7932132836,21.30466068,A-B-A,F,90978,"(5, 17)",101,uaaiioix,907,0
0x2e3,Temp: 37.76 C,3.842634896,14.44813355,Beta,2026-08-03,3.587770489,22.85461073,A,F,14860,"(2, 9)",498,oyozazia,160,0
0x25d,Temp: 31.71 C,90.17619921,85.0848201,Alpha,2026-08-04,3.506496068,-19.16113049,A-D-A,1,13729,"(12, 19)",189,iayaaxyz,832,0
0x1bf,Temp: 20.07 C,46.14774646,97.3261351,Alpha,2026-08-05,0.004853596696,21.51297671,D-D-B-A-C,0,41351,"(7, 9)",564,uyaeeexo,840,1
0x23c,Temp: 23.83 C,63.72014768,80.58971579,Delta,2026-08-06,24.33274472,16.17187986,A,FALSE,72744,"(16, 11)",877,zayexoze,788,1
0x14a,Temp: 17.26 C,65.93539222,85.98685803,Delta,2026-08-07,2.133377785,21.31890248,B-A-C-A,TRUE,34346,"(12, 15)",480,iuauuiii,290,0
0x121,Temp: 46.34 C,89.51177407,31.5359646,Gamma,2026-08-08,63.66252868,-18.39210317,D-B-A,FALSE,84155,"(18, 19)",409,oeyaixza,879,1
0x144,Temp: 33.34 C,63.66696822,95.49580082,Beta,2026-08-09,3.790867868,20.61469123,A-C,FALSE,86700,"(16, 15)",165,zyaaiiey,554,0
0x1e4,Temp: 26.03 C,61.39335848,27.5263877,Delta,2026-08-10,27.22045937,19.50449516,D-C-B-A-B,0,16955,"(5, 11)",309,iiaeuixi,904,0
0x1dc,Temp: 28.48 C,6.665204056,94.67725312,Alpha,2026-08-11,4.053723877,-22.64082802,C-D-C-B-B,TRUE,75642,"(15, 18)",639,uayeayoi,578,1
0x17e,Temp: 47.89 C,51.84080219,98.53891716,Gamma,2026-08-12,56.75122651,-18.2511287,C-A-C-B-A,1,80290,"(13, 4)",825,yxyoioui,533,1
0x2dc,Temp: 16.13 C,15.01690008,73.34332971,Delta,2026-08-13,4.791061086,21.2552126,C,FALSE,54293,"(17, 4)",760,xiozeoiz,335,0
0x2d7,Temp: 33.45 C,73.74337687,97.32179213,Beta,2026-08-14,0.74546601,19.44098507,C,TRUE,71336,"(16, 15)",516,iyzeaeax,582,0
0x34c,Temp: 30.24 C,51.22219208,60.68904038,Beta,2026-08-15,913.5189878,19.68338904,A-C-D,1,31662,"(14, 12)",489,iyzuuoez,773,1
0x166,Temp: 34.46 C,68.02277792,33.0992187,Gamma,2026-08-16,14.39831761,-19.63229221,D,FALSE,16408,"(3, 10)",317,ezuaeaaa,502,0
0x1ca,Temp: 10.72 C,4.16729006,48.89263382,Gamma,2026-08-17,5.591419905,-18.30865379,D-D-A,TRUE,50403,"(8, 6)",711,ayooyuzo,246,0
0x329,Temp: 44.88 C,8.479201605,62.82692325,Gamma,2026-08-18,0.02173322139,-19.97180207,A-A-D-C,0,11225,"(14, 17)",596,zxyexyoe,323,1
0x22b,Temp: 47.28 C,71.63233881,16.50425902,Gamma,2026-08-19,0.02096453974,19.87470356,A,F,22196,"(19, 16)",107,zezauaya,747,1
0x1fe,Temp: 32.61 C,7.2084336,65.38855055,Gamma,2026-08-20,2.406435114,-20.4824805,D-A-C-C-A,F,79786,"(15, 15)",360,xzzozxox,939,1
0x2ec,Temp: 37.87 C,7.125672777,97.32482747,Alpha,2026-08-21,1.547380642,20.16901029,B,FALSE,25372,"(1, 12)",578,eozoxiey,784,0
0x1a1,Temp: 46.90 C,1.210847523,26.91958083,Alpha,2026-08-22,0.1584418397,-21.5959891,D-D,FALSE,27279,"(10, 14)",605,zezyixxe,611,1
0x308,Temp: 38.29 C,95.65013983,80.54096535,Delta,2026-08-23,1.526455069,-21.84701723,A,TRUE,64240,"(10, 10)",326,xuuzyizo,329,1
0x144,Temp: 16.10 C,73.75083595,90.80299265,Beta,2026-08-24,117.4345062,-17.89875336,B-A,F,48187,"(11, 16)",561,zuzyzxiy,547,0
0x396,Temp: 33.05 C,35.32514085,93.98944176,Alpha,2026-08-25,8.054310578,21.737545,D-A-A,FALSE,58481,"(9, 15)",615,yuaieyue,339,0
0x14d,Temp: 34.27 C,29.65355813,95.45206879,Alpha,2026-08-26,0.03261361208,17.62732715,B-C,1,38475,"(14, 19)",876,iuezoyoa,171,1
0x30f,Temp: 26.97 C,34.97032297,56.40990785,Alpha,2026-08-27,0.7156768924,21.17571178,B-C-C-C-B,FALSE,54552,"(9, 4)",938,xixxeaio,110,0
0x2fb,Temp: 39.46 C,77.46535312,96.98040381,Delta,2026-08-28,0.08937632592,21.23947757,A-A,F,77969,"(7, 8)",181,xexuoxuu,994,0
0x39e,Temp: 47.37 C,66.13706111,77.40060843,Gamma,2026-08-29,0.3125159568,-16.17736622,B-B-A,T,86534,"(8, 19)",386,eeuaxuue,807,1
0x1d9,Temp: 47.02 C,18.51955679,24.38875783,Delta,2026-08-30,0.2891392142,20.18595849,D-A-B-C-D,F,16858,"(15, 16)",914,xioexxzy,10,1
0x303,Temp: 28.03 C,17.41093353,52.44410948,Beta,2026-08-31,0.2386071632,-19.06300777,A-B-D-A-C,1,84486,"(9, 12)",391,aoeeiyya,202,1
0x2c3,Temp: 14.53 C,9.839564971,73.93147461,Beta,2026-09-01,0.02315820541,18.48246948,A-A-D-B,TRUE,84474,"(16, 4)",819,zzyazxxe,916,0
0x23b,Temp: 49.39 C,66.03027197,32.01328811,Beta,2026-09-02,0.6818374146,22.70170466,A-C,1,35168,"(5, 8)",287,zieyuxuy,257,0
0x14c,Temp: 43.56 C,76.43726622,67.01475134,Beta,2026-09-03,0.1860345424,-18.69264172,A-D-C,T,42099,"(1, 6)",287,ziexieeu,262,0
0x317,Temp: 14.99 C,26.50464283,69.32744264,Alpha,2026-09-04,0.0001524999835,-18.38724614,A,T,81180,"(15, 4)",933,oyaxaziz,693,1
0xd4,Temp: 46.83 C,2.094496103,24.4802772,Alpha,2026-09-05,472.9151916,20.15138988,D-A-A-C,FALSE,71455,"(11, 5)",784,zauoxyee,430,0
0x3a1,Temp: 44.80 C,8.217166748,60.29259281,Delta,2026-09-06,26.21440222,21.37117949,A-C-B-C-C,FALSE,64240,"(18, 15)",137,yuxayeau,507,1
0x254,Temp: 30.75 C,96.78600348,78.67479508,Gamma,2026-09-07,0.3233880852,-19.71670283,A-A-B-A-B,F,84796,"(18, 13)",185,eioayxaa,66,1
0x21d,Temp: 33.65 C,29.54447775,54.40171414,Beta,2026-09-08,1.058081274,-22.33274109,C,0,64592,"(5, 1)",334,ayuuxuyx,806,0
0x297,Temp: 25.96 C,76.92231478,11.07717739,Delta,2026-09-09,0.0297489024,-21.06195132,B-B-D-A-C,1,57458,"(18, 14)",230,zxuzeuei,673,1
0x16f,Temp: 12.19 C,62.46635689,10.80442375,Alpha,2026-09-10,161.9307271,-15.64357736,A-D-A-C-B,F,68046,"(5, 6)",276,uiuioiea,579,0
0x261,Temp: 23.41 C,38.19396397,41.77561161,Alpha,2026-09-11,296.4462986,-18.94106607,B-D-D,0,26488,"(16, 12)",766,xiayoozy,612,0
0x38a,Temp: 42.11 C,20.56872622,92.43127209,Gamma,2026-09-12,1.600124094,18.8763158,B-C,F,68841,"(18, 2)",615,yzyeyezi,589,1
0x1e5,Temp: 10.19 C,12.13864182,30.35223338,Gamma,2026-09-13,21.5546578,20.95872191,A,T,10395,"(13, 17)",723,zuyyozza,35,1
0x1e6,Temp: 23.34 C,61.5012968,66.45836831,Gamma,2026-09-14,1.691913838,14.75036589,A-A-C-D-C,FALSE,62669,"(17, 16)",579,uoiyoeaa,975,1
0xd4,Temp: 25.93 C,77.46337806,29.76475249,Delta,2026-09-15,0.0181301983,25.09801942,C-D-C,FALSE,20845,"(18, 8)",97,ezyyueya,557,0
0x2c8,Temp: 31.50 C,64.39042535,38.62862908,Alpha,2026-09-16,0.2906980711,-21.06205219,A-B-C,F,46059,"(3, 17)",334,yiyuxoxi,662,0
0x2d4,Temp: 46.79 C,53.03021332,85.47574597,Alpha,2026-09-17,1.485548256,-20.29775361,C-C,FALSE,28394,"(18, 6)",117,xyuaaixz,491,0
0xb4,Temp: 23.85 C,4.195122343,74.86866836,Gamma,2026-09-18,0.2557274229,-22.36313543,D,TRUE,55906,"(8, 13)",875,zuoyxzzx,580,1
0x31e,Temp: 23.88 C,96.84887776,18.49053568,Beta,2026-09-19,0.5189437245,24.68730811,A,F,69332,"(8, 19)",910,oeyiyuio,254,0
0xd4,Temp: 39.50 C,79.87141917,48.15447987,Gamma,2026-09-20,0.7601810332,-21.74149329,D-A,T,47305,"(6, 15)",486,uaayuiia,17,1
0x65,Temp: 28.09 C,29.28220367,12.59610896,Delta,2026-09-21,0.7845574379,-21.89762619,C-D-C,F,52628,"(10, 17)",410,aouizoia,261,0
0x2e5,Temp: 18.98 C,97.99703294,52.79922305,Gamma,2026-09-22,1.169732946,20.26138005,A,F,31352,"(1, 7)",934,ueuxzzze,725,positive
0x13f,Temp: 28.10 C,60.18815896,68.95662704,Gamma,2026-09-23,0.04151023734,19.71694849,C-A-B,FALSE,96682,"(13, 3)",875,yyoeeouo,825,1
0x299,Temp: 15.63 C,58.24226582,20.5467335,Delta,2026-09-24,0.1163620943,19.04840911,A-D-A-A,T,92971,"(19, 15)",319,xayayezo,256,1
0x3ba,Temp: 17.06 C,74.80731794,35.71075956,Gamma,2026-09-25,0.02120002756,-18.34777602,A-B-C-C-B,F,61993,"(5, 11)",535,oozxxzuz,728,0
0x343,Temp: 29.93 C,81.17697881,45.40745967,Alpha,2026-09-26,18.79228943,-18.6259718,C-D-C-C,FALSE,49386,"(18, 3)",299,iyiizyuo,863,1
0x144,Temp: 26.76 C,65.64786073,91.83826119,Beta,2026-09-27,0.001805458278,17.29888807,B-C-C-C,1,66624,"(6, 3)",226,izozeieu,424,1
0x1e4,Temp: 46.59 C,12.80957464,98.39969637,Gamma,2026-09-28,31.84151782,19.8482571,A,T,67065,"(5, 9)",61,axyzuuui,501,1
0x1f6,Temp: 24.50 C,33.8267506,13.99710561,Delta,2026-09-29,64.01056781,-16.63066485,B-C-D-B-B,0,95504,"(19, 13)",207,exiayyxy,286,0
0x2e1,Temp: 33.22 C,92.80836403,77.72970519,Beta,2026-09-30,0.4039186588,20.38183305,D-C,TRUE,18539,"(6, 11)",811,yuoaezai,938,0
0xe5,Temp: 35.29 C,22.46156118,43.08344191,Delta,2026-10-01,0.0004058969438,-19.92733878,C-C-B-B-B,0,11263,"(14, 6)",783,yozixuyu,7,1
0x98,Temp: 10.52 C,37.21670238,44.92877857,Beta,2026-10-02,0.338262964,20.2938706,A-A-C-B-D,T,23305,"(6, 17)",337,auuxeeiy,497,1
0x30f,Temp: 36.54 C,43.20768829,77.12958263,Beta,2026-10-03,0.8248510257,18.95573686,A-D-D,F,63817,"(11, 15)",661,ieaeioyu,892,1
0x33d,Temp: 17.12 C,43.94049897,91.73995246,Gamma,2026-10-04,0.04822900575,26.15372074,B-D-B-D-C,FALSE,34398,"(9, 17)",724,xoouezya,199,1
0x303,Temp: 48.44 C,61.29395825,94.63264491,Alpha,2026-10-05,0.213172159,-22.7202318,A-C-C,T,85801,"(7, 7)",179,oaxxxiox,603,0
0x329,Temp: 15.95 C,94.30758377,61.36391016,Gamma,2026-10-06,98.55212506,-17.510915,D-D-B,TRUE,59107,"(1, 8)",893,ixeoixyi,984,1
0x203,Temp: 26.58 C,24.06927118,41.78378318,Delta,2026-10-07,7.350596651,20.46573617,C-D-A-B,T,42152,"(5, 19)",300,xeazxaoe,659,0
0x15a,Temp: 13.41 C,12.15013763,80.09186864,Delta,2026-10-08,0.06243106174,-18.78398771,D-C,FALSE,40624,"(8, 17)",200,yoyaeuee,937,0
0x3a7,Temp: 49.87 C,19.74704899,32.33912311,Beta,2026-10-09,0.008289235706,17.97104055,A-B-C-C-D,0,66132,"(19, 12)",334,yuiiiaex,418,1
0x21a,Temp: 30.09 C,88.69249002,60.20258857,Beta,2026-10-10,0.3749164969,17.31985586,A-D-B-C,1,62979,"(15, 4)",182,uxauxzya,662,1
0x12e,Temp: 33.82 C,64.58108127,41.91348308,Alpha,2026-10-11,0.5270971837,-20.86443338,D-B-A,0,68013,"(12, 13)",797,azauxxoa,52,1
0x11b,Temp: 12.68 C,28.59067892,68.44016556,Gamma,2026-10-12,4.43087713,-18.63723953,A-D,FALSE,73797,"(14, 5)",503,ieyyoouo,243,1
0xde,Temp: 40.00 C,81.5946939,31.39550325,Delta,2026-10-13,0.2006987728,-21.93565205,A-B-B-A,FALSE,61798,"(16, 7)",326,xuuyyiaz,219,1
0x1f4,Temp: 18.40 C,86.13699964,27.05177217,Beta,2026-10-14,4.638999538,-21.98756443,A-D-A-D,TRUE,26650,"(15, 13)",521,zoaaauao,518,0
0x362,Temp: 45.92 C,84.65143387,91.72327871,Alpha,2026-10-15,332.108632,22.74782877,C,T,36014,"(16, 12)",771,uouzeeze,970,0
0x189,Temp: 18.21 C,91.89265336,19.06052778,Delta,2026-10-16,11.54789382,-18.29522647,B-A-B-A,T,86421,"(7, 16)",689,ezuaziyx,109,1
0x17b,Temp: 17.63 C,25.22410202,55.03025379,Beta,2026-10-17,0.8656578663,-20.95073122,A,0,17434,"(13, 3)",624,ieaoaoia,351,0
0x3a8,Temp: 11.46 C,75.50419287,29.65589768,Delta,2026-10-18,0.5772664043,21.26490843,B-B,1,40028,"(15, 3)",100,axziaoya,921,0
0x3d7,Temp: 28.88 C,46.05394973,13.46476674,Alpha,2026-10-19,0.3430018622,19.05164365,D-C-D-D,1,76558,"(7, 18)",79,oeaoyiea,66,0
0x2c5,Temp: 32.59 C,84.19985529,13.20567483,Alpha,2026-10-20,34.53325378,18.45645609,C-C-D-A-A,TRUE,34331,"(14, 18)",65,xoyxaoae,10,1
0x129,Temp: 12.63 C,72.84906772,25.59473772,Delta,2026-10-21,0.1522943165,23.21904133,B,FALSE,77573,"(19, 14)",834,yyeaauay,202,0
0x262,Temp: 41.02 C,77.64474465,87.14256155,Gamma,2026-10-22,1.145301736,-20.45499175,A-A-C,TRUE,84292,"(6, 8)",763,axxexaiz,794,0
0x353,Temp: 28.13 C,65.61618377,35.14060821,Delta,2026-10-23,1.166017044,-21.2719355,B-A-A-D-A,T,56326,"(7, 18)",669,azyuoyze,901,1
0xf3,Temp: 30.98 C,17.74287695,94.59086618,Beta,2026-10-24,0.2219390291,18.35584798,C-C,F,92979,"(18, 15)",610,xiyoiexu,214,0
0x2c4,Temp: 27.63 C,54.50269189,61.76438408,Gamma,2026-10-25,0.0162868598,17.56143107,C-A,F,14123,"(19, 2)",397,zyyyzeii,68,0
0x12c,Temp: 26.03 C,98.46697395,48.85866289,Beta,2026-10-26,2.635106269,-18.86110045,A-A-B,F,26603,"(8, 11)",60,eyaexxue,759,0
0xdf,Temp: 32.39 C,93.73880665,61.62790629,Delta,2026-10-27,0.8327582329,-19.75195723,B-D,FALSE,75941,"(18, 13)",867,ozzxxxao,866,1
0x11e,Temp: 16.21 C,4.31737358,55.98615629,Gamma,2026-10-28,4.484923365,-17.87155999,A-D-D-C,TRUE,52597,"(9, 9)",122,yyeaxyoy,327,1
0x1a9,Temp: 17.28 C,16.48148157,77.53108658,Beta,2026-10-29,0.2017348799,-19.98031038,B-B-A,0,73238,"(17, 7)",392,zoayxazi,50,0
0x233,Temp: 44.47 C,13.17287735,35.14214987,Delta,2026-10-30,38.95721125,-16.62298962,A-A-C-C-A,T,94238,"(9, 1)",274,xaeyxuxi,17,0
0x1c0,Temp: 47.84 C,72.597991,41.42148485,Delta,2026-10-31,0.072055304,17.75990516,A-D-B-C,F,52719,"(2, 4)",690,azuiezzx,523,0
0x366,Temp: 24.93 C,81.77853299,89.57439293,Gamma,2026-11-01,170.0548194,21.3418225,D-A-C,1,51751,"(14, 4)",480,yuyzaaei,821,1
0x2f7,Temp: 20.83 C,21.35113663,94.23462967,Delta,2026-11-02,0.005284857995,21.20758104,B-B-C-A,TRUE,96978,"(2, 8)",462,ueiooiaa,306,1
0x35f,Temp: 35.76 C,50.5852693,89.43768225,Alpha,2026-11-03,3.68514618,19.21624647,C-B-A-D,T,27693,"(18, 19)",425,ozayzaix,392,0
0x1f6,Temp: 26.35 C,84.0703028,47.33087146,Beta,2026-11-04,4.163233465,-17.96447138,A-B-A-C-D,T,99541,"(14, 10)",94,iaiuoxzz,988,0
0x1bd,Temp: 11.02 C,73.28015448,79.45252977,Beta,2026-11-05,0.09193520865,17.9451929,A-C-D-D-B,1,47697,"(17, 8)",500,uuaazuuz,124,0
0x262,Temp: 16.25 C,54.22372055,52.39388026,Delta,2026-11-06,3.572200575,-19.25346351,D-C,1,39992,"(14, 8)",418,eeyouixe,504,0
0xf6,Temp: 38.64 C,59.03476905,54.28104684,Delta,2026-11-07,46.45834057,-21.28903698,B-A-C,1,73825,"(5, 16)",775,zauixiyi,225,1
0xf7,Temp: 36.36 C,50.83605469,28.21652971,Alpha,2026-11-08,0.001293431496,-21.85649138,C,F,19522,"(8, 10)",215,aeixeyyo,756,0
0x3c3,Temp: 11.08 C,29.75484513,62.61059699,Gamma,2026-11-09,4.518745552,-19.00693653,B-A-A-D,F,55406,"(8, 9)",804,aeyyeizx,318,0
0x32a,Temp: 18.88 C,56.50219929,26.5660949,Delta,2026-11-10,0.0005643632458,-17.69301515,C-D-B-A-C,TRUE,22121,"(18, 3)",118,ixyyaeuy,473,1
0x397,Temp: 19.24 C,68.88853021,39.50925822,Delta,2026-11-11,0.05518884604,-20.53568728,C-C-C-D-B,1,24219,"(17, 15)",409,xxzziiyy,981,0
0x24c,Temp: 36.88 C,87.33229159,86.09768794,Delta,2026-11-12,132.6214852,-18.35293006,B,0,11617,"(17, 8)",271,oxaeezex,844,0
0x2e3,Temp: 10.79 C,63.6291354,28.42974702,Delta,2026-11-13,0.1745845548,18.96349472,B-A,T,53016,"(2, 17)",471,iaexuyoo,891,1
0x28a,Temp: 14.16 C,76.1121537,16.33308738,Beta,2026-11-14,0.02955093503,-22.65055218,B-D-C,1,60672,"(18, 5)",492,eioozooe,858,1
0x1b5,Temp: 42.00 C,16.0071635,16.14167574,Delta,2026-11-15,0.5522175561,21.65423086,A-D-A,T,34276,"(9, 9)",508,zxaaixyu,541,1
0x3cb,Temp: 17.14 C,46.15574744,93.72982232,Beta,2026-11-16,494.5849938,20.31594862,A-D-D-D,FALSE,82240,"(2, 2)",380,auazazzi,358,0
